ID,TYPE,SUBTYPE,RATING
canarduck__disques__Job-Allow-Failure__pages,Job-Allow-Failure,,TRUE
ase__ase__Versioning__requirementstxt__psycopg2-binary__missing,Versioning,missing,TRUE
fg-radi__osm2city__Versioning__requirementstxt__psycopg2-binary__missing,Versioning,missing,TRUE
brandmateriel__brandmateriel__Versioning__requirementstxt__pyvirtualdisplay__missing,Versioning,missing,TRUE
multicloud-openstack-k8s__app__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,,TRUE
gitmate__coala-incremental__Versioning__requirementstxt__GitPython__missing,Versioning,missing,TRUE
joshburkart__gpscale__Versioning__requirementstxt__attrs__missing,Versioning,missing,TRUE
ultreiaio__jgit-flow__Manual-Job__snapshot,Manual-Job,,FALSE
cediddi__FG-15_dspec__Versioning__requirementstxt__pillow__missing,Versioning,missing,TRUE
ZEEKOEtech__manateefood__Versioning__requirementstxt__django-bower__missing,Versioning,missing,FALSE
project-meerkat__concierge__Versioning__requirementstxt__git-git---github-com-Pleio-django-oauth-toolkit-eab43c9-egg-django-oauth-toolkit__missing,Versioning,missing,TRUE
YoEight__eventstore-rs__Job-Allow-Failure__Linting,Job-Allow-Failure,,TRUE
magnus-odman__audentes__Versioning__gitlabyaml__twine__missing,Versioning,missing,FALSE
